name,max_temp,min_temp
ranunculus allenii,80,60
ranunculus ambigens,71.8,31.8
ranunculus andersonii,68.6,28.6
ranunculus andersonii var. andersonii,68.6,28.6
ranunculus andersonii var. tenellus,68.6,28.6
ranunculus aquatilis,80,60
ranunculus arizonicus,73.4,33.4
ranunculus arvensis,71.8,31.8
ranunculus auricomus,80,60
ranunculus austrooreganus,68.4,28.4
ranunculus bonariensis,79.4,39.4
ranunculus bonariensis var. trisepalus,79.4,39.4
ranunculus bulbosus,80,60
ranunculus californicus,80,60
ranunculus canus,79.4,39.4
ranunculus cardiophyllus,80,60
ranunculus coloradensis,65.1,25.1
ranunculus cortusifolius,79.4,39.4
ranunculus cymbalaria,80,60
ranunculus eastwoodianus,46.6,6.6
ranunculus eschscholtzii,80,60
ranunculus eschscholtzii var. eschscholtzii,80,60
ranunculus eschscholtzii var. oxynotus,69.9,29.9
ranunculus eschscholtzii var. trisectus,62,22
ranunculus eximius,80,60
ranunculus fascicularis,80,60
ranunculus ficaria,80,60
ranunculus ficaria var. bulbifera,63.1,23.1
ranunculus flabellaris,80,60
ranunculus flammula,80,60
ranunculus flammula var. filiformis,80,60
ranunculus flammula var. flammula,80,60
ranunculus glaberrimus,80,60
ranunculus glaberrimus var. ellipticus,80,60
ranunculus glaberrimus var. glaberrimus,80,60
ranunculus glacialis,80,60
ranunculus glacialis var. chamissonis,46.6,6.6
ranunculus gmelinii,80,60
ranunculus gormanii,68.4,28.4
ranunculus harveyi,77.6,37.6
ranunculus hawaiensis,90,50
ranunculus hebecarpus,68.3,28.3
ranunculus hederaceus,80,60
ranunculus hispidus,80,60
ranunculus hispidus var. caricetorum,80,60
ranunculus hispidus var. hispidus,80,60
ranunculus hispidus var. nitidus,80,60
ranunculus hydrocharoides,73.4,33.4
ranunculus hydrocharoides var. hydrocharoides,73.4,33.4
ranunculus hydrocharoides var. stolonifer,73.4,33.4
ranunculus hyperboreus,80,60
ranunculus inamoenus,80,60
ranunculus inamoenus var. alpeophilus,62,22
ranunculus inamoenus var. inamoenus,80,60
ranunculus inamoenus var. subaffinis,80.3,40.3
ranunculus jovis,62,22
ranunculus kamchaticus,46.6,6.6
ranunculus karelinii,80,60
ranunculus lapponicus,80,60
ranunculus laxicaulis,75.1,35.1
ranunculus lobbii,80,60
ranunculus longirostris,62,22
ranunculus macauleyi,73.4,33.4
ranunculus macauleyi var. brandegeei,65.1,25.1
ranunculus macauleyi var. macauleyi,73.4,33.4
ranunculus macounii,80,60
ranunculus macranthus,84.8,44.8
ranunculus marginatus,84.8,44.8
ranunculus marginatus var. trachycarpus,84.8,44.8
ranunculus mauiensis,90,50
ranunculus micranthus,71.8,31.8
ranunculus muricatus,68.3,28.3
ranunculus nivalis,80,60
ranunculus occidentalis,80,60
ranunculus occidentalis var. brevistylis,80,60
ranunculus occidentalis var. hexasepalus,80,60
ranunculus occidentalis var. nelsonii,46.6,6.6
ranunculus occidentalis var. occidentalis,80,60
ranunculus oreogenes,68.6,28.6
ranunculus oresterus,68.4,28.4
ranunculus orthorhynchus,80,60
ranunculus orthorhynchus var. bloomeri,68.4,28.4
ranunculus orthorhynchus var. orthorhynchus,80,60
ranunculus pacificus,46.6,6.6
ranunculus pallasii,80,60
ranunculus parviflorus,80,60
ranunculus pedatifidus,80,60
ranunculus pedatifidus var. affinis,80,60
ranunculus pensylvanicus,80,60
ranunculus petiolaris,84.8,44.8
ranunculus petiolaris var. arsenei,84.8,44.8
ranunculus platensis,84.8,44.8
ranunculus plebeius,90,50
ranunculus populago,68.3,28.3
ranunculus pusillus,71.8,31.8
ranunculus pusillus var. angustifolius,84.8,44.8
ranunculus pusillus var. pusillus,71.8,31.8
ranunculus pygmaeus,80,60
ranunculus pygmaeus var. pygmaeus,80,60
ranunculus ranunculinus,62,22
ranunculus recurvatus,80,60
ranunculus recurvatus var. recurvatus,80,60
ranunculus recurvatus var. tropicus,80,60
ranunculus repens,80,60
ranunculus rhomboideus,80,60
ranunculus sabinei,80,60
ranunculus sardous,80,60
ranunculus sceleratus,80,60
ranunculus sceleratus var. multifidus,80,60
ranunculus sceleratus var. sceleratus,80,60
ranunculus ×spitzbergensis,80,60
ranunculus suksdorfii,80,60
ranunculus sulphureus,80,60
ranunculus trichophyllus,80,60
ranunculus trichophyllus var. eradicatus,80,60
ranunculus trichophyllus var. trichophyllus,80,60
ranunculus trilobus,84.8,44.8
ranunculus triternatus,68.3,28.3
ranunculus turneri,80,60
ranunculus uncinatus,80,60
ranunculus uncinatus var. earlei,73.4,33.4
ranunculus uncinatus var. parviflorus,80,60
ranunculus uncinatus var. uncinatus,80,60
ranunculus verecundus,62,22
raphanus,80,60
raphanus raphanistrum,80,60
raphanus sativus,80,60
rapistrum,80,60
rapistrum perenne,80,60
rapistrum rugosum,80,60
ratibida,80,60
ratibida columnifera,80,60
ratibida peduncularis,84.8,44.8
ratibida peduncularis var. peduncularis,84.8,44.8
ratibida peduncularis var. picta,84.8,44.8
ratibida pinnata,80,60
ratibida tagetes,62,22
rauvolfia,80,60
rauvolfia nitida,80,60
rauvolfia sandwicensis,90,50
rauvolfia tetraphylla,90.7,50.7
rauvolfia viridis,80,60
rauvolfia vomitoria,80,60
ravenala,80,60
ravenala madagascariensis,80,60
ravenia,80,60
ravenia urbanii,80,60
rayjacksonia,62,22
rayjacksonia annua,62,22
rayjacksonia aurea,84.8,44.8
rayjacksonia phyllocephala,84.8,44.8
redfieldia,62,22
redfieldia flexuosa,62,22
reichardia,72.7,32.7
reichardia picroides,72.7,32.7
reichardia tingitana,90,50
reimarochloa,90.7,50.7
reimarochloa oligostachya,90.7,50.7
remirea,80,60
remirea maritima,80,60
remya,90,50
remya kauaiensis,90,50
remya mauiensis,90,50
remya montgomeryi,90,50
renealmia,80,60
renealmia alpinia,80,60
renealmia jamaicensis,80,60
renealmia jamaicensis var. puberula,80,60
renealmia occidentalis,80,60
reseda,80,60
reseda alba,80,60
reseda lutea,80,60
reseda luteola,80,60
reseda odorata,80,60
reseda phyteuma,68.8,28.8
retama,79.4,39.4
retama monosperma,79.4,39.4
reverchonia,68.6,28.6
reverchonia arenaria,68.6,28.6
reynoldsia,90,50
reynoldsia sandwicensis,90,50
reynosia,80,60
reynosia guama,80,60
reynosia krugii,80,60
reynosia septentrionalis,90.7,50.7
reynosia uncinata,80,60
rhabdadenia,80,60
rhabdadenia biflora,80,60
rhagadiolus,79.4,39.4
rhagadiolus stellatus,79.4,39.4
rhamnus,80,60
rhamnus alnifolia,80,60
rhamnus arguta,71.7,31.7
rhamnus arguta var. velutina,71.7,31.7
rhamnus cathartica,80,60
rhamnus crocea,79.4,39.4
rhamnus crocea ssp. crocea,79.4,39.4
rhamnus crocea ssp. pilosa,79.4,39.4
rhamnus davurica,80,60
rhamnus davurica ssp. davurica,80,60
rhamnus davurica ssp. nipponica,70.1,30.1
rhamnus ilicifolia,68.4,28.4
rhamnus japonica,71.8,31.8
rhamnus lanceolata,63.1,23.1
rhamnus lanceolata ssp. glabrata,63.1,23.1
rhamnus lanceolata ssp. lanceolata,63.1,23.1
rhamnus pirifolia,79.4,39.4
rhamnus serrata,84.8,44.8
rhamnus smithii,73.4,33.4
rhamnus utilis,70.7,30.7
rhapidophyllum,82.4,42.4
rhapidophyllum hystrix,82.4,42.4
rheum,80,60
rheum rhabarbarum,80,60
rhexia,80,60
rhexia alifanus,84.8,44.8
rhexia aristosa,75.1,35.1
rhexia ×brevibracteata,72.7,32.7
rhexia cubensis,80,60
rhexia lutea,84.8,44.8
rhexia mariana,71.8,31.8
rhexia mariana var. interior,84.8,44.8
rhexia mariana var. mariana,71.8,31.8
rhexia mariana var. ventricosa,75.1,35.1
rhexia nashii,75.1,35.1
rhexia nuttallii,83.5,43.5
rhexia parviflora,83.5,43.5
rhexia petiolata,75.1,35.1
rhexia salicifolia,90.7,50.7
rhexia virginica,80,60
rhinanthus,80,60
rhinanthus major,65.4,25.4
rhinanthus minor,80,60
rhinanthus minor ssp. groenlandicus,80,60
rhinanthus minor ssp. minor,80,60
rhinanthus serotinus,61,21
rhipsalis,80,60
rhipsalis baccifera,80,60
rhizophora,80,60
rhizophora mangle,80,60
rhodanthe,79.4,39.4
rhodanthe chlorocephala,79.4,39.4
rhodanthe chlorocephala ssp. rosea,79.4,39.4
rhodiola,80,60
rhodiola integrifolia,80,60
rhodiola integrifolia ssp. integrifolia,80,60
rhodiola integrifolia ssp. leedyi,65.4,25.4
rhodiola integrifolia ssp. neomexicana,73.4,33.4
rhodiola integrifolia ssp. procera,73.4,33.4
rhodiola rhodantha,62,22
rhodiola rosea,80,60
rhododendron,80,60
rhododendron alabamense,77.6,37.6
rhododendron albiflorum,80,60
rhododendron albiflorum var. albiflorum,80,60
rhododendron albiflorum var. warrenii,65.1,25.1
rhododendron arborescens,71.8,31.8
rhododendron atlanticum,75.1,35.1
rhododendron austrinum,83.4,43.4
rhododendron ×bakeri,83.5,43.5
rhododendron calendulaceum,71.8,31.8
rhododendron camtschaticum,46.6,6.6
rhododendron camtschaticum ssp. camtschaticum,46.6,6.6
rhododendron camtschaticum ssp. glandulosum,46.6,6.6
rhododendron canadense,80,60
rhododendron canescens,84.8,44.8
rhododendron carolinianum,77.6,37.6
rhododendron catawbiense,71.8,31.8
rhododendron chapmanii,90.7,50.7
rhododendron cumberlandense,75.1,35.1
rhododendron eastmanii,82.4,42.4
rhododendron flammeum,82.4,42.4
rhododendron japonicum,72.7,32.7
rhododendron lapponicum,80,60
rhododendron lapponicum var. lapponicum,80,60
rhododendron lapponicum var. parvifolium,46.6,6.6
rhododendron macrophyllum,80,60
rhododendron maximum,80,60
rhododendron minus,77.6,37.6
rhododendron oblongifolium,84.8,44.8
rhododendron occidentale,68.4,28.4
rhododendron occidentale var. occidentale,68.4,28.4
rhododendron occidentale var. paludosum,79.4,39.4
rhododendron occidentale var. sonomense,79.4,39.4
rhododendron ×pennsylvanicum,82.4,42.4
rhododendron periclymenoides,71.8,31.8
rhododendron prinophyllum,71.8,31.8
rhododendron prunifolium,83.5,43.5
rhododendron ×vanhoeffeni,80,60
rhododendron vaseyi,79,39
rhododendron viscosum,71.8,31.8
rhododendron ×welleslyanum,79,39
rhododon,84.8,44.8
rhododon angulatus,84.8,44.8
rhododon ciliatus,84.8,44.8
rhodomyrtus,90,50
rhodomyrtus tomentosa,90,50
rhodotypos,63.1,23.1
rhodotypos scandens,63.1,23.1
rhus,80,60
rhus aromatica,80,60
rhus aromatica var. arenaria,70.7,30.7
rhus aromatica var. aromatica,80,60
rhus aromatica var. serotina,63.1,23.1
rhus ashei,79,39
rhus copallinum,80,60
rhus copallinum var. copallinum,71.8,31.8
rhus copallinum var. latifolia,80,60
rhus copallinum var. leucantha,75.1,35.1
rhus glabra,80,60
rhus integrifolia,79.4,39.4
rhus kearneyi,80.3,40.3
rhus lancea,79.4,39.4
rhus lanceolata,84.8,44.8
rhus michauxii,75.1,35.1
rhus microphylla,84.8,44.8
rhus ovata,79.4,39.4
rhus pulvinata,80,60
rhus sandwicensis,90,50
rhus trilobata,80,60
rhus trilobata var. anisophylla,68.6,28.6
rhus trilobata var. pilosissima,84.8,44.8
rhus trilobata var. quinata,68.4,28.4
rhus trilobata var. racemulosa,73.4,33.4
rhus trilobata var. simplicifolia,68.6,28.6
rhus trilobata var. trilobata,80,60
rhus typhina,80,60
rhus virens,84.8,44.8
rhus virens var. choriophylla,84.8,44.8
rhus virens var. virens,84.8,44.8
rhynchosia,80,60
rhynchosia americana,84.8,44.8
rhynchosia caribaea,80,60
rhynchosia cinerea,90.7,50.7
rhynchosia cytisoides,83.4,43.4
rhynchosia difformis,75.1,35.1
rhynchosia edulis,80.3,40.3
rhynchosia latifolia,84.8,44.8
rhynchosia lewtonii,90.7,50.7
rhynchosia michauxii,79,39
rhynchosia minima,80,60
rhynchosia parvifolia,90.7,50.7
rhynchosia phaseoloides,80,60
rhynchosia precatoria,80.3,40.3
rhynchosia reniformis,84.8,44.8
rhynchosia reticulata,80,60
rhynchosia senna,84.8,44.8
rhynchosia senna var. texana,84.8,44.8
rhynchosia swartzii,90.7,50.7
rhynchosia tomentosa,71.8,31.8
rhynchosia tomentosa var. mollissima,82.4,42.4
rhynchosia tomentosa var. tomentosa,71.8,31.8
rhynchosida,84.8,44.8
rhynchosida physocalyx,84.8,44.8
rhynchospora,80,60
rhynchospora alba,80,60
rhynchospora baldwinii,82.4,42.4
rhynchospora berteroi,80,60
rhynchospora brachychaeta,80,60
rhynchospora breviseta,80,60
rhynchospora caduca,75.1,35.1
rhynchospora californica,79.4,39.4
rhynchospora capillacea,80,60
rhynchospora capitellata,80,60
rhynchospora careyana,82.4,42.4
rhynchospora cephalantha,75.1,35.1
rhynchospora chalarocephala,75.1,35.1
rhynchospora chapmanii,82.4,42.4
rhynchospora chinensis,90,50
rhynchospora chinensis ssp. chinensis,90,50
rhynchospora chinensis ssp. spiciformis,90,50
rhynchospora ciliaris,82.4,42.4
rhynchospora colorata,80,60
rhynchospora compressa,82.4,42.4
rhynchospora corniculata,75.1,35.1
rhynchospora corymbosa,80,60
rhynchospora crinipes,82.4,42.4
rhynchospora curtissii,83.4,43.4
rhynchospora debilis,75.1,35.1
rhynchospora decurrens,82.4,42.4
rhynchospora divergens,80,60
rhynchospora elliottii,84.8,44.8
rhynchospora eximia,90.7,50.7
rhynchospora fascicularis,80,60
rhynchospora fascicularis var. distans,75.1,35.1
rhynchospora fascicularis var. fascicularis,80,60
rhynchospora fernaldii,83.4,43.4
rhynchospora filifolia,75.1,35.1
rhynchospora filiformis,80,60
rhynchospora floridensis,90.7,50.7
rhynchospora fusca,80,60
rhynchospora gigantea,80,60
rhynchospora globularis,80,60
rhynchospora globularis var. globularis,80,60
rhynchospora globularis var. pinetorum,80,60
rhynchospora globularis var. saxicola,82.4,42.4
rhynchospora glomerata,75.1,35.1
rhynchospora gracilenta,75.1,35.1
rhynchospora grayi,75.1,35.1
rhynchospora harperi,82.4,42.4
rhynchospora harveyi,75.1,35.1
rhynchospora harveyi var. culixa,83.5,43.5
rhynchospora harveyi var. harveyi,75.1,35.1
rhynchospora hispidula,80,60
rhynchospora holoschoenoides,80,60
rhynchospora indianolensis,84.8,44.8
rhynchospora inexpansa,75.1,35.1
rhynchospora inundata,75.1,35.1
rhynchospora jamaicensis,80,60
rhynchospora knieskernii,72.7,32.7
rhynchospora kunthii,79.4,39.4
rhynchospora latifolia,84.8,44.8
rhynchospora leptocarpa,82.4,42.4
rhynchospora lindeniana,80,60
rhynchospora lindeniana var. bahamensis,80,60
rhynchospora longiflora,80,60
rhynchospora macra,84.8,44.8
rhynchospora macrostachya,75.1,35.1
rhynchospora marisculus,80,60
rhynchospora megalocarpa,82.4,42.4
rhynchospora megaplumosa,90.7,50.7
rhynchospora micrantha,80,60
rhynchospora microcarpa,80,60
rhynchospora microcephala,75.1,35.1
rhynchospora miliacea,80,60
rhynchospora mixta,84.8,44.8
rhynchospora nervosa,80,60
rhynchospora nervosa ssp. ciliata,80,60
rhynchospora nitens,80,60
rhynchospora nivea,84.8,44.8
rhynchospora odorata,80,60
rhynchospora oligantha,80,60
rhynchospora pallida,75.1,35.1
rhynchospora perplexa,75.1,35.1
rhynchospora pineticola,90.7,50.7
rhynchospora pleiantha,82.4,42.4
rhynchospora plumosa,80,60
rhynchospora punctata,83.5,43.5
rhynchospora pusilla,80,60
rhynchospora racemosa,80,60
rhynchospora radicans,80,60
rhynchospora radicans ssp. microcephala,80,60
rhynchospora rariflora,80,60
rhynchospora recognita,80,60
rhynchospora rufa,80,60
rhynchospora rugosa,80,60
rhynchospora rugosa ssp. lavarum,90,50
rhynchospora rugosa ssp. rugosa,80,60
rhynchospora scirpoides,63.1,23.1
rhynchospora sclerioides,90,50
rhynchospora solitaria,83.5,43.5
rhynchospora stenophylla,84.8,44.8
rhynchospora tenerrima,80,60
rhynchospora tenuis,80,60
rhynchospora thornei,82.4,42.4
rhynchospora torreyana,75.1,35.1
rhynchospora tracyi,84.8,44.8
rhynchospora uniflora,80,60
rhynchospora wrightiana,80,60
rhytidophyllum,80,60
rhytidophyllum auriculatum,80,60
ribes,80,60
ribes acerifolium,80,60
ribes alpinum,64.4,24.4
ribes amarum,79.4,39.4
ribes americanum,80,60
ribes aureum,80,60
ribes aureum var. aureum,80,60
ribes aureum var. gracillimum,79.4,39.4
ribes aureum var. villosum,80,60
ribes binominatum,68.4,28.4
ribes bracteosum,80,60
ribes californicum,79.4,39.4
ribes californicum var. californicum,79.4,39.4
ribes californicum var. hesperium,79.4,39.4
ribes canthariforme,79.4,39.4
ribes cereum,80,60
ribes cereum var. cereum,80,60
ribes cereum var. colubrinum,68.3,28.3
ribes cereum var. pedicellare,62,22
ribes cruentum,68.4,28.4
ribes cruentum var. cruentum,68.4,28.4
ribes cruentum var. oregonense,68.4,28.4
ribes curvatum,84.8,44.8
ribes cynosbati,80,60
ribes diacanthum,80,60
ribes divaricatum,80,60
ribes divaricatum var. divaricatum,80,60
ribes divaricatum var. parishii,79.4,39.4
ribes divaricatum var. pubiflorum,68.4,28.4
ribes echinellum,82.4,42.4
ribes erythrocarpum,68.4,28.4
ribes glandulosum,80,60
ribes hirtellum,80,60
ribes hudsonianum,80,60
ribes hudsonianum var. hudsonianum,80,60
ribes hudsonianum var. petiolare,80,60
ribes indecorum,79.4,39.4
ribes inerme,80,60
ribes inerme var. inerme,80,60
ribes inerme var. klamathense,68.4,28.4
ribes lacustre,80,60
ribes lasianthum,69.9,29.9
ribes laxiflorum,80,60
ribes leptanthum,68.6,28.6
ribes lobbii,80,60
ribes malvaceum,79.4,39.4
ribes malvaceum var. malvaceum,79.4,39.4
ribes malvaceum var. viridifolium,79.4,39.4
ribes marshallii,68.4,28.4
ribes menziesii,68.4,28.4
ribes menziesii var. hystrix,79.4,39.4
ribes menziesii var. ixoderme,79.4,39.4
ribes menziesii var. leptosmum,79.4,39.4
ribes menziesii var. menziesii,68.4,28.4
ribes menziesii var. senile,79.4,39.4
ribes mescalerium,84.8,44.8
ribes missouriense,80,60
ribes montigenum,80,60
ribes nevadense,68.4,28.4
ribes nevadense var. glaucescens,79.4,39.4
ribes nevadense var. jaegeri,79.4,39.4
ribes nevadense var. nevadense,68.4,28.4
ribes nigrum,80,60
ribes niveum,68.3,28.3
ribes oxyacanthoides,80,60
ribes oxyacanthoides ssp. cognatum,80,60
ribes oxyacanthoides ssp. hendersonii,69.9,29.9
ribes oxyacanthoides ssp. irriguum,80,60
ribes oxyacanthoides ssp. oxyacanthoides,80,60
ribes oxyacanthoides ssp. setosum,80,60
ribes pinetorum,73.4,33.4
ribes quercetorum,79.4,39.4
ribes roezlii,68.4,28.4
ribes roezlii var. amictum,79.4,39.4
ribes roezlii var. roezlii,68.4,28.4
ribes rotundifolium,71.8,31.8
ribes rubrum,80,60
ribes sanguineum,80,60
ribes sanguineum var. deductum,79.4,39.4
ribes sanguineum var. glutinosum,68.4,28.4
ribes sanguineum var. melanocarpum,79.4,39.4
ribes sanguineum var. sanguineum,80,60
ribes sericeum,79.4,39.4
ribes speciosum,79.4,39.4
ribes thacherianum,79.4,39.4
ribes triste,80,60
ribes tularense,79.4,39.4
ribes uva-crispa,80,60
ribes uva-crispa var. sativum,80,60
ribes velutinum,68.3,28.3
ribes velutinum var. gooddingii,68.3,28.3
ribes velutinum var. velutinum,68.6,28.6
ribes viburnifolium,79.4,39.4
ribes victoris,79.4,39.4
ribes viscosissimum,80,60
ribes watsonianum,68.3,28.3
ribes wolfii,68.3,28.3
richardia,80,60
richardia brasiliensis,75.1,35.1
richardia grandiflora,90.7,50.7
richardia humistrata,72.7,32.7
richardia scabra,80,60
richardia tricocca,84.8,44.8
ricinus,80,60
ricinus communis,80,60
rigiopappus,68.3,28.3
rigiopappus leptocladus,68.3,28.3
rivina,80,60
rivina humilis,80,60
robinia,80,60
robinia ×ambigua,70.7,30.7
robinia hispida,80,60
robinia hispida var. fertilis,75.1,35.1
robinia hispida var. hispida,80,60
robinia hispida var. kelseyi,75.1,35.1
robinia hispida var. nana,82.4,42.4
robinia hispida var. rosea,75.1,35.1
robinia ×holdtii,62,22
robinia ×longiloba,82.4,42.4
robinia ×margarettiae,77.6,37.6
robinia neomexicana,62,22
robinia neomexicana var. neomexicana,62,22
robinia neomexicana var. rusbyi,73.4,33.4
robinia pseudoacacia,80,60
robinia viscosa,80,60
robinia viscosa var. hartwegii,82.4,42.4
robinia viscosa var. viscosa,80,60
rochefortia,80,60
rochefortia acanthophora,80,60
rochefortia spinosa,80,60
roemeria,68.6,28.6
roemeria refracta,68.6,28.6
rolandra,80,60
rolandra fruticosa,80,60
roldana,84.8,44.8
roldana hartwegii,84.8,44.8
rollinia,80,60
rollinia mucosa,80,60
romanzoffia,80,60
romanzoffia californica,68.4,28.4
romanzoffia sitchensis,80,60
romanzoffia thompsonii,68.4,28.4
romanzoffia tracyi,80,60
romanzoffia unalaschcensis,46.6,6.6
romanzoffia unalaschcensis var. glabriuscula,46.6,6.6
romanzoffia unalaschcensis var. unalaschcensis,46.6,6.6
romneya,79.4,39.4
romneya coulteri,79.4,39.4
romneya trichocalyx,79.4,39.4
romulea,79.4,39.4
romulea rosea,79.4,39.4
romulea rosea var. australis,79.4,39.4
rondeletia,80,60
rondeletia inermis,80,60
rondeletia pilosa,80,60
rondeletia portoricensis,80,60
rorippa,80,60
rorippa alpina,62,22
rorippa amphibia,80,60
rorippa austriaca,80,60
rorippa barbareifolia,80,60
rorippa calycina,80,60
rorippa cantoniensis,63.1,23.1
rorippa coloradensis,65.1,25.1
rorippa columbiae,68.3,28.3
rorippa crystallina,80,60
rorippa curvipes,80,60
rorippa curvipes var. curvipes,80,60
rorippa curvipes var. truncata,80,60
rorippa curvisiliqua,80,60
rorippa curvisiliqua var. curvisiliqua,80,60
rorippa curvisiliqua var. lyrata,68.3,28.3
rorippa curvisiliqua var. nuttallii,68.3,28.3
rorippa curvisiliqua var. occidentalis,68.4,28.4
rorippa curvisiliqua var. orientalis,62,22
rorippa curvisiliqua var. procumbens,68.3,28.3
rorippa curvisiliqua var. spatulata,62,22
rorippa globosa,67.9,27.9
rorippa indica,80,60
rorippa indica var. apetala,80,60
rorippa indica var. indica,80,60
rorippa intermedia,79.4,39.4
